LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
OECD,QGDP,TOT,PC_CHGPY,Q,2011-Q2,2.08778547,
OECD,QGDP,TOT,PC_CHGPY,Q,2011-Q3,1.839743357,
OECD,QGDP,TOT,PC_CHGPY,Q,2011-Q4,1.700122355,
OECD,QGDP,TOT,PC_CHGPY,Q,2012-Q1,1.903260457,
OECD,QGDP,TOT,PC_CHGPY,Q,2012-Q2,1.666639474,
OECD,QGDP,TOT,PC_CHGPY,Q,2012-Q3,1.240840585,
OECD,QGDP,TOT,PC_CHGPY,Q,2012-Q4,0.84178278,
OECD,QGDP,TOT,PC_CHGPY,Q,2013-Q1,0.942445638,
OECD,QGDP,TOT,PC_CHGPY,Q,2013-Q2,1.343407307,
OECD,QGDP,TOT,PC_CHGPY,Q,2013-Q3,1.877006861,
OECD,QGDP,TOT,PC_CHGPY,Q,2013-Q4,2.34470706,
OECD,QGDP,TOT,PC_CHGPY,Q,2014-Q1,2.113074792,
OECD,QGDP,TOT,PC_CHGPY,Q,2014-Q2,2.056070749,
OECD,QGDP,TOT,PC_CHGPY,Q,2014-Q3,2.128671935,
OECD,QGDP,TOT,PC_CHGPY,Q,2014-Q4,2.178748464,
OECD,QGDP,TOT,PC_CHGPY,Q,2015-Q1,2.63874458,
OECD,QGDP,TOT,PC_CHGPY,Q,2015-Q2,2.719179977,
OECD,QGDP,TOT,PC_CHGPY,Q,2015-Q3,2.45648615,
OECD,QGDP,TOT,PC_CHGPY,Q,2015-Q4,2.216280818,
OECD,QGDP,TOT,PC_CHGPY,Q,2016-Q1,1.953287248,
OECD,QGDP,TOT,PC_CHGPY,Q,2016-Q2,1.747664601,
OECD,QGDP,TOT,PC_CHGPY,Q,2016-Q3,1.622985438,
OECD,QGDP,TOT,PC_CHGPY,Q,2016-Q4,2.131329318,
OECD,QGDP,TOT,PC_CHGPY,Q,2017-Q1,2.225778324,
OECD,QGDP,TOT,PC_CHGPY,Q,2017-Q2,2.604567057,
OECD,QGDP,TOT,PC_CHGPY,Q,2017-Q3,2.954734348,
OECD,QGDP,TOT,PC_CHGPY,Q,2017-Q4,2.925622475,
OECD,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.839683924,
OECD,QGDP,TOT,PC_CHGPY,Q,2018-Q2,2.777923071,
OECD,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.21404408,
OECD,QGDP,TOT,PC_CHGPY,Q,2018-Q4,1.633377088,
OECD,QGDP,TOT,PC_CHGPY,Q,2019-Q1,1.67771726,
OECD,QGDP,TOT,PC_CHGPY,Q,2019-Q2,1.643096848,
OECD,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.895661804,
OECD,QGDP,TOT,PC_CHGPY,Q,2019-Q4,1.698347092,
OECD,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-0.605316937,
OECD,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-11.503035371,
OECD,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-3.571543283,
OECD,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-2.583612153,
OECD,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-0.183878123,
OECD,QGDP,TOT,PC_CHGPY,Q,2021-Q2,13.293104809,
OECD,QGDP,TOT,PC_CHGPY,Q,2021-Q3,4.63092509,
OECD,QGDP,TOT,PC_CHGPY,Q,2021-Q4,4.870996721,
OECD,QGDP,TOT,PC_CHGPY,Q,2022-Q1,4.373607723,
PRT,QGDP,TOT,PC_CHGPY,Q,2002-Q2,1.255985013,
PRT,QGDP,TOT,PC_CHGPY,Q,2002-Q3,0.649396005,
PRT,QGDP,TOT,PC_CHGPY,Q,2002-Q4,-1.48022333,
PRT,QGDP,TOT,PC_CHGPY,Q,2003-Q1,-1.551766468,
PRT,QGDP,TOT,PC_CHGPY,Q,2003-Q2,-1.97190001,
PRT,QGDP,TOT,PC_CHGPY,Q,2003-Q3,-0.651382451,
PRT,QGDP,TOT,PC_CHGPY,Q,2003-Q4,0.473932977,
PRT,QGDP,TOT,PC_CHGPY,Q,2004-Q1,1.274706115,
PRT,QGDP,TOT,PC_CHGPY,Q,2004-Q2,2.767450994,
PRT,QGDP,TOT,PC_CHGPY,Q,2004-Q3,1.903675089,
PRT,QGDP,TOT,PC_CHGPY,Q,2004-Q4,1.219915938,
PRT,QGDP,TOT,PC_CHGPY,Q,2005-Q1,1.085613464,
PRT,QGDP,TOT,PC_CHGPY,Q,2005-Q2,0.881126993,
PRT,QGDP,TOT,PC_CHGPY,Q,2005-Q3,0.365490739,
PRT,QGDP,TOT,PC_CHGPY,Q,2005-Q4,0.79709233,
PRT,QGDP,TOT,PC_CHGPY,Q,2006-Q1,0.845485679,
PRT,QGDP,TOT,PC_CHGPY,Q,2006-Q2,1.444794216,
PRT,QGDP,TOT,PC_CHGPY,Q,2006-Q3,1.810916905,
PRT,QGDP,TOT,PC_CHGPY,Q,2006-Q4,2.39958247,
PRT,QGDP,TOT,PC_CHGPY,Q,2007-Q1,2.638146476,
PRT,QGDP,TOT,PC_CHGPY,Q,2007-Q2,2.10749605,
PRT,QGDP,TOT,PC_CHGPY,Q,2007-Q3,2.433312185,
PRT,QGDP,TOT,PC_CHGPY,Q,2007-Q4,2.846505813,
PRT,QGDP,TOT,PC_CHGPY,Q,2008-Q1,1.783361064,
PRT,QGDP,TOT,PC_CHGPY,Q,2008-Q2,0.835148152,
PRT,QGDP,TOT,PC_CHGPY,Q,2008-Q3,0.544806431,
PRT,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-1.851532345,
PRT,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-4.328946865,
PRT,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-3.769342325,
PRT,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-2.840185393,
PRT,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-1.521659332,
PRT,QGDP,TOT,PC_CHGPY,Q,2010-Q1,1.852117731,
PRT,QGDP,TOT,PC_CHGPY,Q,2010-Q2,2.323261872,
PRT,QGDP,TOT,PC_CHGPY,Q,2010-Q3,1.513466221,
PRT,QGDP,TOT,PC_CHGPY,Q,2010-Q4,1.268103738,
PRT,QGDP,TOT,PC_CHGPY,Q,2011-Q1,-0.222233209,
PRT,QGDP,TOT,PC_CHGPY,Q,2011-Q2,-1.196017007,
PRT,QGDP,TOT,PC_CHGPY,Q,2011-Q3,-2.049629081,
PRT,QGDP,TOT,PC_CHGPY,Q,2011-Q4,-3.310166708,
PRT,QGDP,TOT,PC_CHGPY,Q,2012-Q1,-3.19826619,
PRT,QGDP,TOT,PC_CHGPY,Q,2012-Q2,-4.091744129,
PRT,QGDP,TOT,PC_CHGPY,Q,2012-Q3,-4.428694766,
PRT,QGDP,TOT,PC_CHGPY,Q,2012-Q4,-4.527642954,
PRT,QGDP,TOT,PC_CHGPY,Q,2013-Q1,-3.604207477,
PRT,QGDP,TOT,PC_CHGPY,Q,2013-Q2,-1.546055897,
PRT,QGDP,TOT,PC_CHGPY,Q,2013-Q3,-0.560105728,
PRT,QGDP,TOT,PC_CHGPY,Q,2013-Q4,2.143056093,
PRT,QGDP,TOT,PC_CHGPY,Q,2014-Q1,1.066874721,
PRT,QGDP,TOT,PC_CHGPY,Q,2014-Q2,0.639918033,
PRT,QGDP,TOT,PC_CHGPY,Q,2014-Q3,0.875727424,
PRT,QGDP,TOT,PC_CHGPY,Q,2014-Q4,0.590349244,
PRT,QGDP,TOT,PC_CHGPY,Q,2015-Q1,1.892981477,
PRT,QGDP,TOT,PC_CHGPY,Q,2015-Q2,1.857357964,
PRT,QGDP,TOT,PC_CHGPY,Q,2015-Q3,1.876774457,
PRT,QGDP,TOT,PC_CHGPY,Q,2015-Q4,1.543573076,
PRT,QGDP,TOT,PC_CHGPY,Q,2016-Q1,1.363934383,
PRT,QGDP,TOT,PC_CHGPY,Q,2016-Q2,1.365877713,
PRT,QGDP,TOT,PC_CHGPY,Q,2016-Q3,2.439463797,
PRT,QGDP,TOT,PC_CHGPY,Q,2016-Q4,2.901011108,
PRT,QGDP,TOT,PC_CHGPY,Q,2017-Q1,3.622097634,
PRT,QGDP,TOT,PC_CHGPY,Q,2017-Q2,3.834597164,
PRT,QGDP,TOT,PC_CHGPY,Q,2017-Q3,3.342896141,
PRT,QGDP,TOT,PC_CHGPY,Q,2017-Q4,3.233822787,
PRT,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.781332358,
PRT,QGDP,TOT,PC_CHGPY,Q,2018-Q2,3.06183269,
PRT,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.888588032,
PRT,QGDP,TOT,PC_CHGPY,Q,2018-Q4,2.667707197,
PRT,QGDP,TOT,PC_CHGPY,Q,2019-Q1,2.824818654,
PRT,QGDP,TOT,PC_CHGPY,Q,2019-Q2,2.605571366,
PRT,QGDP,TOT,PC_CHGPY,Q,2019-Q3,2.540924798,
PRT,QGDP,TOT,PC_CHGPY,Q,2019-Q4,2.760682184,
PRT,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-2.634006101,P
PRT,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-17.945345509,P
PRT,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-6.338843252,P
PRT,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-6.849308042,P
PRT,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-5.398189447,P
PRT,QGDP,TOT,PC_CHGPY,Q,2021-Q2,16.487143521,P
PRT,QGDP,TOT,PC_CHGPY,Q,2021-Q3,4.350736158,P
PRT,QGDP,TOT,PC_CHGPY,Q,2021-Q4,5.876066923,P
PRT,QGDP,TOT,PC_CHGPY,Q,2022-Q1,11.793093843,P
PRT,QGDP,TOT,PC_CHGPY,Q,2022-Q2,6.911934277,
ZAF,QGDP,TOT,PC_CHGPY,Q,2002-Q2,3.430329068,
ZAF,QGDP,TOT,PC_CHGPY,Q,2002-Q3,4.323745815,
ZAF,QGDP,TOT,PC_CHGPY,Q,2002-Q4,4.388621949,
ZAF,QGDP,TOT,PC_CHGPY,Q,2003-Q1,3.922632384,
ZAF,QGDP,TOT,PC_CHGPY,Q,2003-Q2,3.121689799,
ZAF,QGDP,TOT,PC_CHGPY,Q,2003-Q3,2.52095906,
ZAF,QGDP,TOT,PC_CHGPY,Q,2003-Q4,2.261629374,
ZAF,QGDP,TOT,PC_CHGPY,Q,2004-Q1,3.154859005,
ZAF,QGDP,TOT,PC_CHGPY,Q,2004-Q2,4.088062152,
ZAF,QGDP,TOT,PC_CHGPY,Q,2004-Q3,5.219011064,
ZAF,QGDP,TOT,PC_CHGPY,Q,2004-Q4,5.732671708,
ZAF,QGDP,TOT,PC_CHGPY,Q,2005-Q1,5.214827056,
ZAF,QGDP,TOT,PC_CHGPY,Q,2005-Q2,5.626881145,
ZAF,QGDP,TOT,PC_CHGPY,Q,2005-Q3,5.344718501,
ZAF,QGDP,TOT,PC_CHGPY,Q,2005-Q4,4.929278424,
ZAF,QGDP,TOT,PC_CHGPY,Q,2006-Q1,5.698531564,
ZAF,QGDP,TOT,PC_CHGPY,Q,2006-Q2,5.309865816,
ZAF,QGDP,TOT,PC_CHGPY,Q,2006-Q3,5.328082893,
ZAF,QGDP,TOT,PC_CHGPY,Q,2006-Q4,6.074561979,
ZAF,QGDP,TOT,PC_CHGPY,Q,2007-Q1,5.935401527,
ZAF,QGDP,TOT,PC_CHGPY,Q,2007-Q2,5.307973813,
ZAF,QGDP,TOT,PC_CHGPY,Q,2007-Q3,5.090652339,
ZAF,QGDP,TOT,PC_CHGPY,Q,2007-Q4,5.126167166,
ZAF,QGDP,TOT,PC_CHGPY,Q,2008-Q1,3.881015637,
ZAF,QGDP,TOT,PC_CHGPY,Q,2008-Q2,4.294531432,
ZAF,QGDP,TOT,PC_CHGPY,Q,2008-Q3,3.332733184,
ZAF,QGDP,TOT,PC_CHGPY,Q,2008-Q4,1.308885463,
ZAF,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-0.684149216,
ZAF,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-2.218810477,
ZAF,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-2.225664366,
ZAF,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-1.010038329,
ZAF,QGDP,TOT,PC_CHGPY,Q,2010-Q1,1.727313894,
ZAF,QGDP,TOT,PC_CHGPY,Q,2010-Q2,2.934508105,
ZAF,QGDP,TOT,PC_CHGPY,Q,2010-Q3,3.610598323,
ZAF,QGDP,TOT,PC_CHGPY,Q,2010-Q4,3.88212211,
ZAF,QGDP,TOT,PC_CHGPY,Q,2011-Q1,3.695315676,
ZAF,QGDP,TOT,PC_CHGPY,Q,2011-Q2,3.40765285,
ZAF,QGDP,TOT,PC_CHGPY,Q,2011-Q3,2.919288694,
ZAF,QGDP,TOT,PC_CHGPY,Q,2011-Q4,2.667734136,
ZAF,QGDP,TOT,PC_CHGPY,Q,2012-Q1,2.242809208,
ZAF,QGDP,TOT,PC_CHGPY,Q,2012-Q2,2.522475978,
ZAF,QGDP,TOT,PC_CHGPY,Q,2012-Q3,2.515111215,
ZAF,QGDP,TOT,PC_CHGPY,Q,2012-Q4,2.304199814,
ZAF,QGDP,TOT,PC_CHGPY,Q,2013-Q1,2.51699576,
ZAF,QGDP,TOT,PC_CHGPY,Q,2013-Q2,2.407849305,
ZAF,QGDP,TOT,PC_CHGPY,Q,2013-Q3,2.477104493,
ZAF,QGDP,TOT,PC_CHGPY,Q,2013-Q4,2.5397362,
ZAF,QGDP,TOT,PC_CHGPY,Q,2014-Q1,1.609780985,
ZAF,QGDP,TOT,PC_CHGPY,Q,2014-Q2,1.274154405,
ZAF,QGDP,TOT,PC_CHGPY,Q,2014-Q3,1.280322755,
ZAF,QGDP,TOT,PC_CHGPY,Q,2014-Q4,1.492299283,
ZAF,QGDP,TOT,PC_CHGPY,Q,2015-Q1,2.366631958,
ZAF,QGDP,TOT,PC_CHGPY,Q,2015-Q2,1.103366057,
ZAF,QGDP,TOT,PC_CHGPY,Q,2015-Q3,1.07302391,
ZAF,QGDP,TOT,PC_CHGPY,Q,2015-Q4,0.756699682,
ZAF,QGDP,TOT,PC_CHGPY,Q,2016-Q1,0.273046192,
ZAF,QGDP,TOT,PC_CHGPY,Q,2016-Q2,1.224121386,
ZAF,QGDP,TOT,PC_CHGPY,Q,2016-Q3,0.757951125,
ZAF,QGDP,TOT,PC_CHGPY,Q,2016-Q4,0.408272378,
ZAF,QGDP,TOT,PC_CHGPY,Q,2017-Q1,0.64192886,
ZAF,QGDP,TOT,PC_CHGPY,Q,2017-Q2,1.093464986,
ZAF,QGDP,TOT,PC_CHGPY,Q,2017-Q3,1.291712289,
ZAF,QGDP,TOT,PC_CHGPY,Q,2017-Q4,1.603878997,
ZAF,QGDP,TOT,PC_CHGPY,Q,2018-Q1,1.550820567,
ZAF,QGDP,TOT,PC_CHGPY,Q,2018-Q2,0.788782075,
ZAF,QGDP,TOT,PC_CHGPY,Q,2018-Q3,1.894232217,
ZAF,QGDP,TOT,PC_CHGPY,Q,2018-Q4,1.853040958,
ZAF,QGDP,TOT,PC_CHGPY,Q,2019-Q1,0.508524203,
ZAF,QGDP,TOT,PC_CHGPY,Q,2019-Q2,1.13044015,
ZAF,QGDP,TOT,PC_CHGPY,Q,2019-Q3,-0.012045512,
ZAF,QGDP,TOT,PC_CHGPY,Q,2019-Q4,-0.397985157,
ZAF,QGDP,TOT,PC_CHGPY,Q,2020-Q1,0.513294044,
ZAF,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-17.007477875,
ZAF,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-5.714175678,
ZAF,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-3.137847324,
ZAF,QGDP,TOT,PC_CHGPY,Q,2021-Q1,-2.341424522,
ZAF,QGDP,TOT,PC_CHGPY,Q,2021-Q2,19.429486458,
ZAF,QGDP,TOT,PC_CHGPY,Q,2021-Q3,3.087757253,
ZAF,QGDP,TOT,PC_CHGPY,Q,2021-Q4,1.755158519,
ZAF,QGDP,TOT,PC_CHGPY,Q,2022-Q1,2.882077422,
LUX,QGDP,TOT,PC_CHGPY,Q,2002-Q2,6.365735177,
LUX,QGDP,TOT,PC_CHGPY,Q,2002-Q3,3.227644226,
LUX,QGDP,TOT,PC_CHGPY,Q,2002-Q4,0.242984006,
LUX,QGDP,TOT,PC_CHGPY,Q,2003-Q1,-0.302107057,
LUX,QGDP,TOT,PC_CHGPY,Q,2003-Q2,0.434553878,
LUX,QGDP,TOT,PC_CHGPY,Q,2003-Q3,3.100756718,
LUX,QGDP,TOT,PC_CHGPY,Q,2003-Q4,7.355872708,
LUX,QGDP,TOT,PC_CHGPY,Q,2004-Q1,6.802966233,
LUX,QGDP,TOT,PC_CHGPY,Q,2004-Q2,4.31039395,
LUX,QGDP,TOT,PC_CHGPY,Q,2004-Q3,5.629941662,
LUX,QGDP,TOT,PC_CHGPY,Q,2004-Q4,0.701478141,
LUX,QGDP,TOT,PC_CHGPY,Q,2005-Q1,0.513413943,
LUX,QGDP,TOT,PC_CHGPY,Q,2005-Q2,1.212892415,
LUX,QGDP,TOT,PC_CHGPY,Q,2005-Q3,0.895882906,
LUX,QGDP,TOT,PC_CHGPY,Q,2005-Q4,7.283461651,
LUX,QGDP,TOT,PC_CHGPY,Q,2006-Q1,8.270585243,
LUX,QGDP,TOT,PC_CHGPY,Q,2006-Q2,7.700275134,
LUX,QGDP,TOT,PC_CHGPY,Q,2006-Q3,6.092032751,
LUX,QGDP,TOT,PC_CHGPY,Q,2006-Q4,2.335149527,
LUX,QGDP,TOT,PC_CHGPY,Q,2007-Q1,7.380761828,
LUX,QGDP,TOT,PC_CHGPY,Q,2007-Q2,9.44358937,
LUX,QGDP,TOT,PC_CHGPY,Q,2007-Q3,8.105828927,
LUX,QGDP,TOT,PC_CHGPY,Q,2007-Q4,7.396732731,
LUX,QGDP,TOT,PC_CHGPY,Q,2008-Q1,3.360666487,
LUX,QGDP,TOT,PC_CHGPY,Q,2008-Q2,0.011279991,
LUX,QGDP,TOT,PC_CHGPY,Q,2008-Q3,-0.077694162,
LUX,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-4.516749601,
LUX,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-7.313724218,
LUX,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-5.119012108,
LUX,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-2.284712245,
LUX,QGDP,TOT,PC_CHGPY,Q,2009-Q4,1.927611799,
LUX,QGDP,TOT,PC_CHGPY,Q,2010-Q1,5.728536601,
LUX,QGDP,TOT,PC_CHGPY,Q,2010-Q2,5.568658457,
LUX,QGDP,TOT,PC_CHGPY,Q,2010-Q3,1.723842315,
LUX,QGDP,TOT,PC_CHGPY,Q,2010-Q4,2.005656901,
LUX,QGDP,TOT,PC_CHGPY,Q,2011-Q1,1.43353695,
LUX,QGDP,TOT,PC_CHGPY,Q,2011-Q2,-0.62568991,
LUX,QGDP,TOT,PC_CHGPY,Q,2011-Q3,2.206906886,
LUX,QGDP,TOT,PC_CHGPY,Q,2011-Q4,1.132044618,
LUX,QGDP,TOT,PC_CHGPY,Q,2012-Q1,0.455507657,
LUX,QGDP,TOT,PC_CHGPY,Q,2012-Q2,1.427527924,
LUX,QGDP,TOT,PC_CHGPY,Q,2012-Q3,1.256960163,
LUX,QGDP,TOT,PC_CHGPY,Q,2012-Q4,3.394926031,
LUX,QGDP,TOT,PC_CHGPY,Q,2013-Q1,2.861265668,
LUX,QGDP,TOT,PC_CHGPY,Q,2013-Q2,4.866139591,
LUX,QGDP,TOT,PC_CHGPY,Q,2013-Q3,3.84127553,
LUX,QGDP,TOT,PC_CHGPY,Q,2013-Q4,1.156370758,
LUX,QGDP,TOT,PC_CHGPY,Q,2014-Q1,3.245268661,
LUX,QGDP,TOT,PC_CHGPY,Q,2014-Q2,-0.079266942,
LUX,QGDP,TOT,PC_CHGPY,Q,2014-Q3,1.927386059,
LUX,QGDP,TOT,PC_CHGPY,Q,2014-Q4,5.435705729,
LUX,QGDP,TOT,PC_CHGPY,Q,2015-Q1,2.525301306,
LUX,QGDP,TOT,PC_CHGPY,Q,2015-Q2,4.623170604,
LUX,QGDP,TOT,PC_CHGPY,Q,2015-Q3,2.007562975,
LUX,QGDP,TOT,PC_CHGPY,Q,2015-Q4,0.089088379,
LUX,QGDP,TOT,PC_CHGPY,Q,2016-Q1,3.830193138,
LUX,QGDP,TOT,PC_CHGPY,Q,2016-Q2,4.581639244,
LUX,QGDP,TOT,PC_CHGPY,Q,2016-Q3,5.849962774,
LUX,QGDP,TOT,PC_CHGPY,Q,2016-Q4,5.697354249,
LUX,QGDP,TOT,PC_CHGPY,Q,2017-Q1,1.070935307,
LUX,QGDP,TOT,PC_CHGPY,Q,2017-Q2,1.068493987,
LUX,QGDP,TOT,PC_CHGPY,Q,2017-Q3,1.612504933,
LUX,QGDP,TOT,PC_CHGPY,Q,2017-Q4,1.516171962,
LUX,QGDP,TOT,PC_CHGPY,Q,2018-Q1,3.38834087,
LUX,QGDP,TOT,PC_CHGPY,Q,2018-Q2,1.560124502,
LUX,QGDP,TOT,PC_CHGPY,Q,2018-Q3,1.495348296,
LUX,QGDP,TOT,PC_CHGPY,Q,2018-Q4,1.712550685,
LUX,QGDP,TOT,PC_CHGPY,Q,2019-Q1,2.677378736,
LUX,QGDP,TOT,PC_CHGPY,Q,2019-Q2,4.857518474,
LUX,QGDP,TOT,PC_CHGPY,Q,2019-Q3,3.166855965,
LUX,QGDP,TOT,PC_CHGPY,Q,2019-Q4,2.490826119,
LUX,QGDP,TOT,PC_CHGPY,Q,2020-Q1,-0.408020849,
LUX,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-8.013470029,
LUX,QGDP,TOT,PC_CHGPY,Q,2020-Q3,0.051299773,
LUX,QGDP,TOT,PC_CHGPY,Q,2020-Q4,1.310071603,
LUX,QGDP,TOT,PC_CHGPY,Q,2021-Q1,5.146926968,P
LUX,QGDP,TOT,PC_CHGPY,Q,2021-Q2,12.852455598,P
LUX,QGDP,TOT,PC_CHGPY,Q,2021-Q3,5.119502756,P
LUX,QGDP,TOT,PC_CHGPY,Q,2021-Q4,4.875703963,P
LUX,QGDP,TOT,PC_CHGPY,Q,2022-Q1,4.016169704,P
RUS,QGDP,TOT,PC_CHGPY,Q,2004-Q1,6.664650625,E
RUS,QGDP,TOT,PC_CHGPY,Q,2004-Q2,7.520946818,E
RUS,QGDP,TOT,PC_CHGPY,Q,2004-Q3,7.337355389,E
RUS,QGDP,TOT,PC_CHGPY,Q,2004-Q4,6.593498112,E
RUS,QGDP,TOT,PC_CHGPY,Q,2005-Q1,6.456869917,E
RUS,QGDP,TOT,PC_CHGPY,Q,2005-Q2,6.03398762,E
RUS,QGDP,TOT,PC_CHGPY,Q,2005-Q3,6.292683691,E
RUS,QGDP,TOT,PC_CHGPY,Q,2005-Q4,7.285694895,E
RUS,QGDP,TOT,PC_CHGPY,Q,2006-Q1,7.478151816,E
RUS,QGDP,TOT,PC_CHGPY,Q,2006-Q2,7.904591578,E
RUS,QGDP,TOT,PC_CHGPY,Q,2006-Q3,8.470743569,E
RUS,QGDP,TOT,PC_CHGPY,Q,2006-Q4,8.296872165,E
RUS,QGDP,TOT,PC_CHGPY,Q,2007-Q1,8.172613295,E
RUS,QGDP,TOT,PC_CHGPY,Q,2007-Q2,8.808004554,E
RUS,QGDP,TOT,PC_CHGPY,Q,2007-Q3,8.711191776,E
RUS,QGDP,TOT,PC_CHGPY,Q,2007-Q4,10.092326711,E
RUS,QGDP,TOT,PC_CHGPY,Q,2008-Q1,11.000110756,E
RUS,QGDP,TOT,PC_CHGPY,Q,2008-Q2,8.940648,E
RUS,QGDP,TOT,PC_CHGPY,Q,2008-Q3,5.001309203,E
RUS,QGDP,TOT,PC_CHGPY,Q,2008-Q4,-1.557639212,E
RUS,QGDP,TOT,PC_CHGPY,Q,2009-Q1,-7.484284221,E
RUS,QGDP,TOT,PC_CHGPY,Q,2009-Q2,-9.397149205,E
RUS,QGDP,TOT,PC_CHGPY,Q,2009-Q3,-7.64863958,E
RUS,QGDP,TOT,PC_CHGPY,Q,2009-Q4,-3.511662307,E
RUS,QGDP,TOT,PC_CHGPY,Q,2010-Q1,2.154681118,E
RUS,QGDP,TOT,PC_CHGPY,Q,2010-Q2,4.651978456,E
RUS,QGDP,TOT,PC_CHGPY,Q,2010-Q3,4.769842874,E
RUS,QGDP,TOT,PC_CHGPY,Q,2010-Q4,4.951509523,E
RUS,QGDP,TOT,PC_CHGPY,Q,2011-Q1,3.941124146,
RUS,QGDP,TOT,PC_CHGPY,Q,2011-Q2,3.938644678,
RUS,QGDP,TOT,PC_CHGPY,Q,2011-Q3,4.587798706,
RUS,QGDP,TOT,PC_CHGPY,Q,2011-Q4,4.536879263,
RUS,QGDP,TOT,PC_CHGPY,Q,2012-Q1,4.965895927,
RUS,QGDP,TOT,PC_CHGPY,Q,2012-Q2,4.382963645,
RUS,QGDP,TOT,PC_CHGPY,Q,2012-Q3,3.727480724,
RUS,QGDP,TOT,PC_CHGPY,Q,2012-Q4,2.558792794,
RUS,QGDP,TOT,PC_CHGPY,Q,2013-Q1,1.72108563,
RUS,QGDP,TOT,PC_CHGPY,Q,2013-Q2,1.673903609,
RUS,QGDP,TOT,PC_CHGPY,Q,2013-Q3,1.192806365,
RUS,QGDP,TOT,PC_CHGPY,Q,2013-Q4,1.708512002,
RUS,QGDP,TOT,PC_CHGPY,Q,2014-Q1,0.953200272,
RUS,QGDP,TOT,PC_CHGPY,Q,2014-Q2,1.095166405,
RUS,QGDP,TOT,PC_CHGPY,Q,2014-Q3,0.732738043,
RUS,QGDP,TOT,PC_CHGPY,Q,2014-Q4,-0.081162164,
RUS,QGDP,TOT,PC_CHGPY,Q,2015-Q1,-1.090179575,
RUS,QGDP,TOT,PC_CHGPY,Q,2015-Q2,-2.223591134,
RUS,QGDP,TOT,PC_CHGPY,Q,2015-Q3,-1.72172671,
RUS,QGDP,TOT,PC_CHGPY,Q,2015-Q4,-1.743892844,
RUS,QGDP,TOT,PC_CHGPY,Q,2016-Q1,-0.545475916,
RUS,QGDP,TOT,PC_CHGPY,Q,2016-Q2,0.179086243,
RUS,QGDP,TOT,PC_CHGPY,Q,2016-Q3,0.086290207,
RUS,QGDP,TOT,PC_CHGPY,Q,2016-Q4,1.172923142,
RUS,QGDP,TOT,PC_CHGPY,Q,2017-Q1,1.184664665,
RUS,QGDP,TOT,PC_CHGPY,Q,2017-Q2,1.828467195,
RUS,QGDP,TOT,PC_CHGPY,Q,2017-Q3,2.41722483,
RUS,QGDP,TOT,PC_CHGPY,Q,2017-Q4,1.600415896,
RUS,QGDP,TOT,PC_CHGPY,Q,2018-Q1,2.770876817,
RUS,QGDP,TOT,PC_CHGPY,Q,2018-Q2,2.635629215,
RUS,QGDP,TOT,PC_CHGPY,Q,2018-Q3,2.189001208,
RUS,QGDP,TOT,PC_CHGPY,Q,2018-Q4,2.84590986,
RUS,QGDP,TOT,PC_CHGPY,Q,2019-Q1,1.431307172,
RUS,QGDP,TOT,PC_CHGPY,Q,2019-Q2,3.149877706,
RUS,QGDP,TOT,PC_CHGPY,Q,2019-Q3,1.894762912,
RUS,QGDP,TOT,PC_CHGPY,Q,2019-Q4,0.764657988,
RUS,QGDP,TOT,PC_CHGPY,Q,2020-Q1,0.605141744,
RUS,QGDP,TOT,PC_CHGPY,Q,2020-Q2,-6.032287087,
RUS,QGDP,TOT,PC_CHGPY,Q,2020-Q3,-2.467576233,
RUS,QGDP,TOT,PC_CHGPY,Q,2020-Q4,-1.299478987,
